ID;Projeto;Estado de origem;Estado de destino;Data;Label;Valor (R$)
1727;Projeto fictício 1727 - Indústria 4.0;GO;RJ;2022-11-29;Concluído;2262620.46
1728;Projeto fictício 1728 - Saúde digital;PR;AM;2023-08-20;Pesquisa;2786972.89
1729;Projeto fictício 1729 - Saúde digital;PE;RS;2022-06-11;Desenvolvimento;3213298.16
1730;Projeto fictício 1730 - Saúde digital;SP;SP;2023-02-23;Pesquisa;4864241.04
1731;Projeto fictício 1731 - Agricultura;RJ;AM;2023-09-24;Desenvolvimento;948863.79
1732;Projeto fictício 1732 - Agricultura;PR;RJ;2025-11-30;Prototipagem;5781684.97
1733;Projeto fictício 1733 - Saúde digital;CE;MG;2021-10-07;Pesquisa;2900820.42
1734;Projeto fictício 1734 - Indústria 4.0;PR;MG;2026-05-07;Prototipagem;2208585.68
1735;Projeto fictício 1735 - Indústria 4.0;PE;RJ;2022-01-05;Desenvolvimento;3690797.25
1736;Projeto fictício 1736 - Energia limpa;RJ;PE;2022-06-03;Validação;4655912.20
1737;Projeto fictício 1737 - Saúde digital;CE;RS;2024-03-30;Concluído;3259972.73
1738;Projeto fictício 1738 - Indústria 4.0;AC;GO;2021-05-23;Prototipagem;2297440.16
1739;Projeto fictício 1739 - Indústria 4.0;PR;DF;2021-09-27;Desenvolvimento;3701056.86
1740;Projeto fictício 1740 - Biotecnologia;RJ;PE;2024-07-30;Concluído;4762471.30
1741;Projeto fictício 1741 - Energia limpa;SP;PE;2023-08-03;Desenvolvimento;162663.06
1742;Projeto fictício 1742 - Biotecnologia;MG;PE;2024-01-04;Desenvolvimento;3976470.61
1743;Projeto fictício 1743 - Saúde digital;CE;DF;2021-02-27;Prototipagem;3684354.46
1744;Projeto fictício 1744 - Indústria 4.0;GO;MG;2023-05-28;Desenvolvimento;5429790.04
1745;Projeto fictício 1745 - Saúde digital;GO;BA;2021-04-01;Concluído;372031.71
1746;Projeto fictício 1746 - Saúde digital;DF;AM;2021-02-27;Desenvolvimento;1897714.68
1747;Projeto fictício 1747 - Indústria 4.0;RS;RJ;2021-09-18;Prototipagem;578226.93
1748;Projeto fictício 1748 - Saúde digital;PR;AC;2026-07-18;Validação;1632415.70
1749;Projeto fictício 1749 - Energia limpa;BA;RS;2021-03-10;Validação;5086635.27
1750;Projeto fictício 1750 - Agricultura;MG;BA;2021-06-09;Desenvolvimento;3756452.79
1751;Projeto fictício 1751 - Energia limpa;PE;SP;2024-07-22;Pesquisa;996430.20
1752;Projeto fictício 1752 - Energia limpa;PR;GO;2021-02-17;Validação;3128742.84
1753;Projeto fictício 1753 - Indústria 4.0;RS;MG;2023-02-17;Prototipagem;1243165.83
1754;Projeto fictício 1754 - Indústria 4.0;AC;SP;2022-10-18;Validação;1334046.88
1755;Projeto fictício 1755 - Indústria 4.0;AC;PE;2025-09-18;Pesquisa;1516343.07
1756;Projeto fictício 1756 - Indústria 4.0;CE;PE;2022-09-28;Concluído;4281617.21
1757;Projeto fictício 1757 - Indústria 4.0;AM;BA;2023-11-17;Prototipagem;3296546.25
1758;Projeto fictício 1758 - Indústria 4.0;RJ;PR;2025-04-01;Prototipagem;5511414.50
1759;Projeto fictício 1759 - Biotecnologia;GO;SP;2025-07-10;Pesquisa;4169120.16
1760;Projeto fictício 1760 - Energia limpa;BA;GO;2023-08-09;Concluído;5466775.52
1761;Projeto fictício 1761 - Biotecnologia;MG;CE;2022-04-24;Pesquisa;4273200.52
1762;Projeto fictício 1762 - Energia limpa;AM;RS;2023-11-01;Concluído;696324.31
1763;Projeto fictício 1763 - Saúde digital;RJ;MG;2026-03-13;Validação;998848.86
1764;Projeto fictício 1764 - Agricultura;BA;AC;2025-06-06;Prototipagem;1330946.97
1765;Projeto fictício 1765 - Energia limpa;SP;PE;2022-05-02;Prototipagem;5000005.05
1766;Projeto fictício 1766 - Biotecnologia;CE;PR;2022-05-23;Desenvolvimento;1326676.11
1767;Projeto fictício 1767 - Biotecnologia;RJ;PR;2026-09-10;Concluído;4787472.32
1768;Projeto fictício 1768 - Saúde digital;AM;GO;2023-09-04;Validação;721135.82
1769;Projeto fictício 1769 - Biotecnologia;AM;PR;2025-06-01;Pesquisa;2782507.29
1770;Projeto fictício 1770 - Saúde digital;RJ;GO;2026-05-27;Pesquisa;83806.94
1771;Projeto fictício 1771 - Biotecnologia;RS;RJ;2021-01-11;Validação;2074765.05
1772;Projeto fictício 1772 - Energia limpa;CE;PR;2023-10-04;Concluído;801471.23
1773;Projeto fictício 1773 - Indústria 4.0;DF;GO;2022-10-25;Concluído;1942476.11
1774;Projeto fictício 1774 - Energia limpa;DF;AC;2022-10-12;Pesquisa;1125503.33
1775;Projeto fictício 1775 - Biotecnologia;GO;MG;2024-10-24;Desenvolvimento;1308162.98
1776;Projeto fictício 1776 - Indústria 4.0;CE;DF;2026-01-14;Pesquisa;2059175.64
1777;Projeto fictício 1777 - Indústria 4.0;AC;PE;2023-10-12;Validação;5943326.13
1778;Projeto fictício 1778 - Agricultura;BA;GO;2022-03-04;Pesquisa;422435.07
1779;Projeto fictício 1779 - Biotecnologia;RS;RJ;2024-10-06;Concluído;1786958.40
1780;Projeto fictício 1780 - Agricultura;PE;RS;2026-01-05;Desenvolvimento;2908599.70
1781;Projeto fictício 1781 - Energia limpa;MG;DF;2024-02-15;Validação;1454011.23
1782;Projeto fictício 1782 - Agricultura;RJ;RJ;2022-12-23;Desenvolvimento;1554730.37
1783;Projeto fictício 1783 - Indústria 4.0;DF;RS;2023-02-27;Concluído;586099.72
1784;Projeto fictício 1784 - Saúde digital;AM;SP;2026-01-06;Desenvolvimento;1028725.56
1785;Projeto fictício 1785 - Agricultura;AC;PR;2024-01-17;Concluído;1951074.88
1786;Projeto fictício 1786 - Agricultura;SP;AC;2026-03-11;Prototipagem;321437.20
1787;Projeto fictício 1787 - Saúde digital;AM;PR;2026-06-30;Desenvolvimento;168218.98
1788;Projeto fictício 1788 - Biotecnologia;SP;GO;2022-10-02;Desenvolvimento;838318.09
1789;Projeto fictício 1789 - Agricultura;CE;CE;2021-11-29;Pesquisa;4559236.67
1790;Projeto fictício 1790 - Energia limpa;RS;CE;2025-10-24;Concluído;4503621.74
1791;Projeto fictício 1791 - Energia limpa;PE;DF;2025-02-21;Desenvolvimento;3250803.44
1792;Projeto fictício 1792 - Indústria 4.0;CE;PR;2023-01-22;Concluído;4474758.11
1793;Projeto fictício 1793 - Energia limpa;GO;PR;2021-11-30;Prototipagem;1948696.42
1794;Projeto fictício 1794 - Energia limpa;DF;MG;2024-08-11;Concluído;3688221.09
1795;Projeto fictício 1795 - Energia limpa;SP;PR;2025-12-18;Prototipagem;4225079.07
1796;Projeto fictício 1796 - Biotecnologia;PE;DF;2026-09-24;Pesquisa;1129776.61
1797;Projeto fictício 1797 - Agricultura;RS;PE;2022-03-10;Validação;2688758.73
1798;Projeto fictício 1798 - Energia limpa;AC;DF;2021-12-02;Pesquisa;3336171.12
1799;Projeto fictício 1799 - Indústria 4.0;SP;RJ;2024-10-06;Prototipagem;3480287.14
1800;Projeto fictício 1800 - Energia limpa;PE;AC;2022-05-12;Validação;1792667.15
1801;Projeto fictício 1801 - Energia limpa;PR;AM;2025-04-17;Prototipagem;203416.19
1802;Projeto fictício 1802 - Biotecnologia;DF;RS;2023-11-07;Pesquisa;3012026.76
1803;Projeto fictício 1803 - Energia limpa;MG;AM;2022-07-27;Desenvolvimento;1710898.69
1804;Projeto fictício 1804 - Indústria 4.0;RJ;DF;2025-03-15;Pesquisa;4655773.39
1805;Projeto fictício 1805 - Biotecnologia;RS;PE;2021-01-24;Desenvolvimento;3770130.45
1806;Projeto fictício 1806 - Energia limpa;RS;CE;2023-08-28;Concluído;5393316.21
1807;Projeto fictício 1807 - Biotecnologia;MG;PE;2021-04-27;Validação;3819711.95
1808;Projeto fictício 1808 - Energia limpa;DF;AC;2024-08-11;Desenvolvimento;5291772.92
1809;Projeto fictício 1809 - Energia limpa;CE;DF;2024-04-18;Pesquisa;3880975.71
1810;Projeto fictício 1810 - Saúde digital;PE;PR;2025-02-14;Prototipagem;4215748.42
1811;Projeto fictício 1811 - Saúde digital;GO;PE;2026-01-07;Desenvolvimento;201848.03
1812;Projeto fictício 1812 - Saúde digital;BA;MG;2022-12-03;Validação;1157438.48
1813;Projeto fictício 1813 - Indústria 4.0;PE;CE;2023-05-02;Pesquisa;3218145.84
1814;Projeto fictício 1814 - Energia limpa;AC;PE;2024-02-08;Prototipagem;2784741.11
1815;Projeto fictício 1815 - Energia limpa;DF;RS;2021-06-18;Concluído;103940.86
1816;Projeto fictício 1816 - Energia limpa;RS;DF;2025-07-05;Concluído;2381640.92
1817;Projeto fictício 1817 - Energia limpa;AC;BA;2021-04-29;Desenvolvimento;4846677.25
1818;Projeto fictício 1818 - Indústria 4.0;SP;AC;2024-05-10;Prototipagem;5267688.81
1819;Projeto fictício 1819 - Indústria 4.0;PE;MG;2022-02-21;Pesquisa;702645.68
1820;Projeto fictício 1820 - Indústria 4.0;CE;RJ;2025-05-31;Pesquisa;5780977.64
1821;Projeto fictício 1821 - Indústria 4.0;CE;DF;2023-10-01;Prototipagem;5477597.59
1822;Projeto fictício 1822 - Saúde digital;BA;MG;2024-05-17;Desenvolvimento;727729.56
1823;Projeto fictício 1823 - Agricultura;MG;CE;2024-03-22;Desenvolvimento;1366794.19
1824;Projeto fictício 1824 - Energia limpa;SP;SP;2025-11-06;Pesquisa;901783.07
1825;Projeto fictício 1825 - Indústria 4.0;PE;RJ;2024-06-02;Prototipagem;398169.63
1826;Projeto fictício 1826 - Indústria 4.0;AM;CE;2023-10-08;Validação;2970577.62
1827;Projeto fictício 1827 - Saúde digital;MG;BA;2026-06-01;Concluído;4971590.88
1828;Projeto fictício 1828 - Saúde digital;CE;DF;2025-05-05;Concluído;659287.17
1829;Projeto fictício 1829 - Biotecnologia;PE;CE;2021-10-09;Prototipagem;4599715.69
1830;Projeto fictício 1830 - Saúde digital;GO;RS;2024-09-18;Prototipagem;2173467.87
1831;Projeto fictício 1831 - Agricultura;SP;GO;2022-02-09;Prototipagem;5793138.99
1832;Projeto fictício 1832 - Biotecnologia;RS;GO;2021-04-27;Prototipagem;4235451.60
1833;Projeto fictício 1833 - Agricultura;SP;RS;2026-07-21;Desenvolvimento;2779070.47
1834;Projeto fictício 1834 - Indústria 4.0;RS;RS;2022-07-13;Validação;430291.83
1835;Projeto fictício 1835 - Agricultura;SP;MG;2025-11-27;Concluído;5764496.90
1836;Projeto fictício 1836 - Agricultura;BA;PR;2021-11-07;Prototipagem;3433719.80
1837;Projeto fictício 1837 - Biotecnologia;PE;PE;2026-08-17;Prototipagem;3709282.89
1838;Projeto fictício 1838 - Saúde digital;BA;AM;2022-01-16;Pesquisa;3108796.23
1839;Projeto fictício 1839 - Biotecnologia;GO;CE;2025-12-06;Prototipagem;903384.54
1840;Projeto fictício 1840 - Indústria 4.0;PR;DF;2025-02-06;Prototipagem;4214649.71
1841;Projeto fictício 1841 - Agricultura;CE;AM;2022-10-08;Desenvolvimento;2579999.04
1842;Projeto fictício 1842 - Saúde digital;CE;MG;2023-11-05;Prototipagem;715325.46
1843;Projeto fictício 1843 - Saúde digital;SP;GO;2025-04-14;Concluído;1126946.41
1844;Projeto fictício 1844 - Agricultura;RJ;MG;2021-10-27;Concluído;5746220.28
1845;Projeto fictício 1845 - Energia limpa;DF;PE;2026-09-18;Concluído;4632585.46
1846;Projeto fictício 1846 - Energia limpa;BA;SP;2025-11-07;Prototipagem;1023935.11
1847;Projeto fictício 1847 - Energia limpa;RJ;RJ;2023-09-28;Desenvolvimento;2763174.37
1848;Projeto fictício 1848 - Saúde digital;BA;RS;2026-06-10;Concluído;562984.47
1849;Projeto fictício 1849 - Saúde digital;AC;GO;2023-12-14;Desenvolvimento;230480.37
1850;Projeto fictício 1850 - Biotecnologia;GO;PE;2023-04-21;Desenvolvimento;1829638.42
1851;Projeto fictício 1851 - Agricultura;MG;BA;2022-09-10;Validação;4123385.28
1852;Projeto fictício 1852 - Saúde digital;PE;RS;2025-10-18;Validação;650815.02
1853;Projeto fictício 1853 - Agricultura;AM;RJ;2023-09-08;Prototipagem;4724967.21
1854;Projeto fictício 1854 - Biotecnologia;PR;PE;2024-07-27;Desenvolvimento;30341.72
1855;Projeto fictício 1855 - Biotecnologia;AM;RJ;2024-05-07;Desenvolvimento;1360134.76
1856;Projeto fictício 1856 - Agricultura;AM;BA;2026-03-21;Validação;1092778.16
1857;Projeto fictício 1857 - Saúde digital;RJ;RJ;2022-02-25;Concluído;161540.93
1858;Projeto fictício 1858 - Energia limpa;GO;RJ;2022-09-30;Validação;1256390.09
1859;Projeto fictício 1859 - Indústria 4.0;MG;BA;2024-07-11;Prototipagem;5465192.35
1860;Projeto fictício 1860 - Biotecnologia;RJ;PE;2026-03-13;Pesquisa;5605603.98
1861;Projeto fictício 1861 - Indústria 4.0;PE;SP;2022-04-15;Concluído;2191200.45
1862;Projeto fictício 1862 - Indústria 4.0;PR;RJ;2023-05-29;Pesquisa;3229408.25
1863;Projeto fictício 1863 - Energia limpa;DF;GO;2025-12-05;Pesquisa;5012987.63
1864;Projeto fictício 1864 - Agricultura;PE;GO;2022-11-19;Pesquisa;2415599.74
1865;Projeto fictício 1865 - Agricultura;RJ;AM;2022-01-12;Concluído;1299590.44
1866;Projeto fictício 1866 - Energia limpa;MG;BA;2022-10-08;Validação;3585815.84
1867;Projeto fictício 1867 - Saúde digital;BA;BA;2023-12-20;Concluído;4954006.50
1868;Projeto fictício 1868 - Biotecnologia;GO;BA;2024-03-07;Desenvolvimento;3756830.11
1869;Projeto fictício 1869 - Agricultura;MG;DF;2021-11-11;Pesquisa;1508110.67
1870;Projeto fictício 1870 - Saúde digital;GO;RJ;2024-12-10;Desenvolvimento;3698387.41
1871;Projeto fictício 1871 - Indústria 4.0;PR;MG;2025-08-29;Prototipagem;3329344.27
1872;Projeto fictício 1872 - Saúde digital;CE;SP;2021-08-19;Desenvolvimento;1690032.41
1873;Projeto fictício 1873 - Saúde digital;GO;MG;2024-07-07;Pesquisa;4592643.68
1874;Projeto fictício 1874 - Biotecnologia;AC;PR;2021-10-18;Pesquisa;317256.90
1875;Projeto fictício 1875 - Biotecnologia;CE;RJ;2024-06-04;Validação;5820127.38
1876;Projeto fictício 1876 - Saúde digital;CE;DF;2024-08-27;Validação;3149026.03
1877;Projeto fictício 1877 - Agricultura;AM;PE;2021-05-22;Validação;2114393.48
1878;Projeto fictício 1878 - Agricultura;PE;MG;2026-06-30;Validação;4965299.18
1879;Projeto fictício 1879 - Energia limpa;PR;RS;2021-12-03;Concluído;223978.44
1880;Projeto fictício 1880 - Energia limpa;BA;MG;2022-11-15;Validação;887273.97
1881;Projeto fictício 1881 - Energia limpa;BA;RS;2023-09-05;Concluído;3138119.02
1882;Projeto fictício 1882 - Biotecnologia;PR;DF;2024-07-11;Concluído;2428519.14
1883;Projeto fictício 1883 - Energia limpa;RS;SP;2022-06-24;Concluído;844263.72
1884;Projeto fictício 1884 - Biotecnologia;BA;GO;2024-06-19;Validação;239170.12
1885;Projeto fictício 1885 - Agricultura;RJ;RS;2023-11-27;Concluído;5681154.08
1886;Projeto fictício 1886 - Biotecnologia;RJ;PR;2022-03-05;Validação;1605339.78
1887;Projeto fictício 1887 - Indústria 4.0;SP;PR;2026-07-30;Prototipagem;5246650.41
1888;Projeto fictício 1888 - Energia limpa;DF;BA;2025-06-20;Prototipagem;4943187.71
1889;Projeto fictício 1889 - Biotecnologia;PE;SP;2021-08-28;Desenvolvimento;1767057.30
1890;Projeto fictício 1890 - Agricultura;PR;AM;2025-10-03;Pesquisa;4346251.30
1891;Projeto fictício 1891 - Energia limpa;MG;AM;2021-10-31;Concluído;4814836.31
1892;Projeto fictício 1892 - Saúde digital;RS;AC;2026-03-26;Prototipagem;5222774.34
1893;Projeto fictício 1893 - Biotecnologia;AC;PE;2022-02-22;Prototipagem;5908876.65
1894;Projeto fictício 1894 - Saúde digital;AC;MG;2021-06-23;Validação;5078397.88
1895;Projeto fictício 1895 - Biotecnologia;GO;PE;2025-01-11;Pesquisa;1307537.79
1896;Projeto fictício 1896 - Indústria 4.0;RS;PR;2022-03-11;Prototipagem;762744.91
1897;Projeto fictício 1897 - Energia limpa;PE;PR;2022-09-01;Validação;4221742.65
1898;Projeto fictício 1898 - Saúde digital;RS;DF;2024-11-26;Prototipagem;5236684.59
1899;Projeto fictício 1899 - Biotecnologia;RS;BA;2026-07-13;Prototipagem;5914760.89
1900;Projeto fictício 1900 - Indústria 4.0;PR;PE;2022-11-10;Validação;3447312.95
1901;Projeto fictício 1901 - Agricultura;CE;AC;2023-04-05;Desenvolvimento;825086.07
1902;Projeto fictício 1902 - Energia limpa;MG;BA;2026-01-12;Concluído;1712819.66
1903;Projeto fictício 1903 - Energia limpa;RJ;PR;2023-05-08;Pesquisa;793238.13
1904;Projeto fictício 1904 - Indústria 4.0;RJ;AC;2023-02-07;Validação;577319.31
1905;Projeto fictício 1905 - Biotecnologia;DF;CE;2021-07-27;Pesquisa;4309265.47
1906;Projeto fictício 1906 - Biotecnologia;RJ;AC;2025-07-14;Pesquisa;1382746.21
1907;Projeto fictício 1907 - Energia limpa;BA;AC;2023-10-04;Pesquisa;4714139.59
1908;Projeto fictício 1908 - Indústria 4.0;SP;RJ;2022-03-21;Prototipagem;5956966.56
1909;Projeto fictício 1909 - Agricultura;RJ;AM;2023-09-15;Desenvolvimento;4982176.18
1910;Projeto fictício 1910 - Energia limpa;GO;PR;2023-03-11;Concluído;4927010.29
1911;Projeto fictício 1911 - Saúde digital;PR;RJ;2023-12-24;Prototipagem;5365444.40
1912;Projeto fictício 1912 - Biotecnologia;GO;PE;2021-05-30;Concluído;1221437.20
1913;Projeto fictício 1913 - Agricultura;AM;DF;2024-10-10;Concluído;1706892.71
1914;Projeto fictício 1914 - Agricultura;PE;BA;2025-02-22;Pesquisa;3971437.20
1915;Projeto fictício 1915 - Energia limpa;BA;CE;2024-12-01;Validação;883732.37
1916;Projeto fictício 1916 - Biotecnologia;GO;SP;2023-10-18;Desenvolvimento;4172691.39
1917;Projeto fictício 1917 - Saúde digital;PE;PE;2024-11-24;Pesquisa;4121726.97
1918;Projeto fictício 1918 - Biotecnologia;GO;PE;2024-04-09;Prototipagem;2690675.15
1919;Projeto fictício 1919 - Agricultura;CE;AM;2024-06-20;Prototipagem;818049.69
1920;Projeto fictício 1920 - Indústria 4.0;SP;MG;2026-09-14;Pesquisa;4509257.36
1921;Projeto fictício 1921 - Biotecnologia;MG;MG;2021-08-14;Concluído;3189623.84
1922;Projeto fictício 1922 - Biotecnologia;RS;AC;2024-02-26;Desenvolvimento;845847.53
1923;Projeto fictício 1923 - Agricultura;AM;DF;2023-11-12;Concluído;1960493.91
1924;Projeto fictício 1924 - Biotecnologia;BA;PR;2022-10-30;Prototipagem;1734799.84
1925;Projeto fictício 1925 - Energia limpa;PR;AM;2023-06-07;Validação;5745154.31
1926;Projeto fictício 1926 - Indústria 4.0;MG;GO;2023-12-11;Pesquisa;4205814.20
1927;Projeto fictício 1927 - Saúde digital;AM;AM;2022-09-24;Pesquisa;5803924.62
1928;Projeto fictício 1928 - Indústria 4.0;RJ;SP;2021-03-03;Validação;2517023.42
1929;Projeto fictício 1929 - Biotecnologia;BA;MG;2025-10-21;Desenvolvimento;2844596.86
1930;Projeto fictício 1930 - Energia limpa;SP;SP;2024-01-04;Concluído;3215686.15
1931;Projeto fictício 1931 - Indústria 4.0;RS;AM;2023-03-17;Concluído;117718.45
1932;Projeto fictício 1932 - Agricultura;RS;MG;2026-06-11;Validação;3589695.97
1933;Projeto fictício 1933 - Biotecnologia;AC;RS;2025-07-17;Prototipagem;3557225.32
1934;Projeto fictício 1934 - Indústria 4.0;RJ;MG;2022-06-07;Validação;5805886.11
1935;Projeto fictício 1935 - Energia limpa;GO;PE;2022-11-07;Prototipagem;3692448.98
1936;Projeto fictício 1936 - Agricultura;RS;RS;2025-12-16;Pesquisa;4804481.90
1937;Projeto fictício 1937 - Biotecnologia;RS;DF;2023-03-24;Validação;2809255.09
1938;Projeto fictício 1938 - Indústria 4.0;PE;GO;2022-04-06;Concluído;5677708.16
1939;Projeto fictício 1939 - Agricultura;BA;DF;2026-09-09;Desenvolvimento;2132607.25
1940;Projeto fictício 1940 - Indústria 4.0;MG;RS;2026-05-06;Concluído;1096438.44
1941;Projeto fictício 1941 - Agricultura;AC;SP;2024-12-10;Desenvolvimento;3417786.98
1942;Projeto fictício 1942 - Agricultura;AM;DF;2025-07-07;Validação;2010370.83
1943;Projeto fictício 1943 - Agricultura;AC;BA;2024-12-17;Pesquisa;3454029.09
1944;Projeto fictício 1944 - Saúde digital;PE;RS;2025-08-20;Prototipagem;3891282.65
1945;Projeto fictício 1945 - Biotecnologia;AC;RJ;2023-10-13;Desenvolvimento;3690082.05
1946;Projeto fictício 1946 - Indústria 4.0;RS;CE;2025-03-23;Pesquisa;1509033.58
1947;Projeto fictício 1947 - Agricultura;BA;RJ;2026-02-20;Prototipagem;857694.51
1948;Projeto fictício 1948 - Energia limpa;MG;AC;2024-01-04;Validação;3443675.08
1949;Projeto fictício 1949 - Indústria 4.0;CE;SP;2023-04-01;Prototipagem;1934753.31
1950;Projeto fictício 1950 - Indústria 4.0;PR;GO;2024-11-20;Validação;4669583.88
1951;Projeto fictício 1951 - Energia limpa;GO;SP;2022-08-06;Prototipagem;3983452.00
1952;Projeto fictício 1952 - Biotecnologia;SP;GO;2025-07-23;Prototipagem;4462679.07
1953;Projeto fictício 1953 - Agricultura;GO;BA;2021-11-16;Pesquisa;458937.32
1954;Projeto fictício 1954 - Indústria 4.0;GO;GO;2025-05-04;Prototipagem;4993861.88
1955;Projeto fictício 1955 - Biotecnologia;AC;CE;2022-10-19;Pesquisa;3057510.63
1956;Projeto fictício 1956 - Biotecnologia;GO;MG;2026-01-05;Validação;5539979.13
1957;Projeto fictício 1957 - Biotecnologia;BA;SP;2026-02-02;Prototipagem;2950613.24
1958;Projeto fictício 1958 - Agricultura;BA;DF;2023-10-08;Prototipagem;4718123.07
1959;Projeto fictício 1959 - Energia limpa;MG;PR;2025-09-06;Concluído;2378795.94
1960;Projeto fictício 1960 - Agricultura;AC;BA;2023-08-02;Desenvolvimento;4472898.45
1961;Projeto fictício 1961 - Energia limpa;RJ;MG;2021-11-20;Concluído;4440885.33
1962;Projeto fictício 1962 - Saúde digital;GO;AM;2022-09-27;Desenvolvimento;2497695.92
1963;Projeto fictício 1963 - Agricultura;PE;GO;2026-01-20;Concluído;3904981.42
1964;Projeto fictício 1964 - Agricultura;DF;RJ;2022-03-30;Concluído;3669515.85
1965;Projeto fictício 1965 - Saúde digital;DF;RS;2023-12-07;Prototipagem;5123970.94
1966;Projeto fictício 1966 - Biotecnologia;GO;BA;2025-04-20;Validação;484004.43
1967;Projeto fictício 1967 - Agricultura;PR;RJ;2025-12-28;Validação;79767.77
1968;Projeto fictício 1968 - Saúde digital;AC;RJ;2021-08-14;Concluído;1375789.21
1969;Projeto fictício 1969 - Saúde digital;PE;CE;2022-02-08;Desenvolvimento;5542405.08
1970;Projeto fictício 1970 - Saúde digital;MG;CE;2025-12-02;Desenvolvimento;3813839.71
1971;Projeto fictício 1971 - Indústria 4.0;PR;SP;2024-02-18;Prototipagem;1603101.17
